OBJECTID,NAME,STATE,LAT,LONG_,MRC,CGI_10mDEM,Shape_Leng,Title,UTM,Shape.STArea(),Shape.STLength()
1175,Sterling NW,MI,44.125,-84.125,44084-B2,no,47752.5092991,"Sterling NW, MI",16N,138727749.3161317,47752.509286308166
1176,Sterling SW,MI,44.000,-84.125,44084-A2,no,47793.5804869,"Sterling SW, MI",16N,139014633.46129546,47793.58055859377
1177,Steuben,MI,46.125,-86.375,46086-B4,yes,47070.2395468,"Steuben, MI",16N,133975652.669735,47070.23950607553
1178,Steuben NE,MI,46.125,-86.250,46086-B3,yes,47070.3525101,"Steuben NE, MI",16N,133976296.43345968,47070.3524249917
1179,Stevensville,MI,42.000,-86.500,42086-A5,no,48461.458011,"Stevensville, MI",16N,143652394.89010593,48461.457955651786
1180,Stittsville,MI,44.375,-85.000,44085-D1,no,47665.3222548,"Stittsville, MI",16N,138124352.83278823,47665.32219164402
1181,Stockbridge,MI,42.375,-84.125,42084-D2,no,48321.4597746,"Stockbridge, MI",16N,142697516.54698223,48321.45981543224
1182,Stony Point,MI,41.875,-83.250,41083-H3,no,48483.8843099,"Stony Point, MI",17N,143826797.98594785,48483.884339366356
1183,Stony Point OE S,MI,41.750,-83.250,41083-G3,no,48523.3526091,"Stony Point OE S, MI",17N,144102099.32453042,48523.352619348625
1184,Strongs,MI,46.250,-84.875,46084-C8,no,47035.2051046,"Strongs, MI",16N,133720819.85562655,47035.20502260563
1185,Sugar Mountain,MI,47.875,-89.000,47089-H1,no,46462.8316003,"Sugar Mountain, MI",16N,129730988.30444634,46462.83157125478
1186,Sullivan,MI,43.125,-86.000,43086-B1,no,48083.435225,"Sullivan, MI",16N,141033188.30934373,48083.43502814293
1187,Sullivan Creek,MI,46.250,-84.750,46084-C7,no,47036.4777214,"Sullivan Creek, MI",16N,133728054.68208328,47036.47765332268
1188,Summit Lake,MI,46.625,-88.000,46088-F1,no,46901.2039074,"Summit Lake, MI",16N,132791150.74095447,46901.203937991915
1189,Sumner,MI,43.250,-84.750,43084-C7,no,48037.1212661,"Sumner, MI",16N,140716423.91827565,48037.12134683347
1190,Sumnerville,MI,41.875,-86.125,41086-H2,no,48496.6702401,"Sumnerville, MI",16N,143902666.01836514,48496.67030295866
1191,Sunken Lake,MI,46.375,-86.000,46086-D1,yes,46984.9065667,"Sunken Lake, MI",16N,133379065.38043088,46984.906490727975
1192,Sunset Lake,MI,46.125,-88.500,46088-B5,no,47082.1184767,"Sunset Lake, MI",16N,134043283.65096582,47082.1184111571
1193,Suttons Bay,MI,44.875,-85.625,44085-H6,yes,47496.7844695,"Suttons Bay, MI",16N,136950045.47951737,47496.78437079803
1194,Swartz Creek,MI,42.875,-83.750,42083-H7,no,48161.9076854,"Swartz Creek, MI",17N,141583370.06995183,48161.90768613928
1195,Swimming Hole Creek,MI,46.000,-87.250,46087-A3,no,47115.4390916,"Swimming Hole Creek, MI",16N,134288181.62899548,47115.43926379232
1196,Tahquamenon Lakes,MI,46.375,-85.750,46085-D7,no,46985.9928983,"Tahquamenon Lakes, MI",16N,133385232.4914202,46985.99266080661
1197,Tawas City,MI,44.250,-83.500,44083-C5,yes,47717.6045981,"Tawas City, MI",17N,138476522.45476195,47717.604601546016
1198,Tecumseh North,MI,42.000,-83.875,42083-A8,no,48441.8789283,"Tecumseh North, MI",17N,143536345.53428605,48441.87893912163
1199,Tecumseh South,MI,41.875,-83.875,41083-H8,no,48481.696998,"Tecumseh South, MI",17N,143813822.33650476,48481.697066154185
1200,Tekonsha,MI,42.000,-84.875,42084-A8,no,48443.6744463,"Tekonsha, MI",16N,143546984.34433827,48443.67441044756
1201,Temple,MI,44.000,-85.000,44085-A1,no,47789.8734324,"Temple, MI",16N,138993069.0811898,47789.873570456955
1202,Tenmile Point,MI,46.875,-89.125,46089-H2,no,46823.1101111,"Tenmile Point, MI",16N,132234293.03024672,46823.11008660713
1203,Thayer,MI,46.250,-89.375,46089-C4,no,47049.8940761,"Thayer, MI",16N,133804357.78209703,47049.89407577049
1204,Tie Lake,MI,46.125,-86.625,46086-B6,yes,47070.2850931,"Tie Lake, MI",16N,133975915.07157744,47070.285077651984
1205,Thomaston,MI,46.500,-89.875,46089-E8,no,46968.7674525,"Thomaston, MI",16N,133231016.566267,46968.767530211946
1206,Thompsons Harbor,MI,45.250,-83.500,45083-C5,no,47388.1264348,"Thompsons Harbor, MI",17N,136169969.23091826,47388.12648542037
1207,Thompsonville,MI,44.500,-85.875,44085-E8,no,47623.3289573,"Thompsonville, MI",16N,137831770.73847637,47623.328887859425
1208,Thornville,MI,42.875,-83.125,42083-H2,no,48166.8422007,"Thornville, MI",17N,141612383.12172168,48166.84211231206
1209,Three Lakes,MI,46.500,-88.125,46088-E2,no,46946.1943107,"Three Lakes, MI",16N,133102985.72569458,46946.19422220646
1210,Three Rivers East,MI,41.875,-85.500,41085-H5,no,48488.9591947,"Three Rivers East, MI",16N,143856909.7111987,48488.95904759646
1211,Three Rivers West,MI,41.875,-85.625,41085-H6,no,48490.2843082,"Three Rivers West, MI",16N,143864771.68946075,48490.28427675181
1212,Thumb Lake,MI,45.125,-84.750,45084-B7,no,47416.0310319,"Thumb Lake, MI",16N,136382368.99045008,47416.031004814664
1213,Thunder Bay Island,MI,45.000,-83.125,45083-A2,no,47476.7426433,"Thunder Bay Island, MI",17N,136783430.3636675,47476.742693506945
1214,Thunder Lake,MI,46.000,-86.375,46086-A4,yes,47113.288306,"Thunder Lake, MI",16N,134275921.40702805,47113.28831907599
1215,Tiebel Creek,MI,46.625,-89.875,46089-F8,no,46923.7831605,"Tiebel Creek, MI",16N,132919039.33670159,46923.78308603779
1216,Tift Corner,MI,43.375,-85.500,43085-D5,no,47997.4682837,"Tift Corner, MI",16N,140438594.08316913,47997.468301595676
1217,Timberlost,MI,46.500,-85.125,46085-E2,no,46947.5992727,"Timberlost, MI",16N,133110951.22966608,46947.59924752243
1218,Tipton,MI,42.000,-84.000,42084-A1,no,48441.7188947,"Tipton, MI",16N,143535394.95485267,48441.718718201744
1219,Todd Harbor,MI,48.000,-88.750,48088-A7,no,46416.1754061,"Todd Harbor, MI",16N,129408490.25428487,46416.175489159716
1220,Torch River,MI,44.750,-85.250,44085-G3,yes,47539.3829903,"Torch River, MI",16N,137246484.0787761,47539.38306534073
1221,Tower,MI,45.250,-84.250,45084-C3,no,47378.5452167,"Tower, MI",16N,136114912.79515937,47378.545096302456
1222,Town Corners,MI,43.500,-86.375,43086-E4,no,47961.861473,"Town Corners, MI",16N,140184276.77518997,47961.86146050811
1223,Townsend Lake,MI,43.875,-85.875,43085-H8,no,47832.9322562,"Townsend Lake, MI",16N,139291375.50445938,47832.93215825295
1224,Trappers Lake,MI,46.500,-86.250,46086-E3,yes,46941.0183844,"Trappers Lake, MI",16N,133073637.61685812,46941.01847908028
1225,Traverse City SE,MI,44.750,-85.500,44085-G5,yes,47538.9603647,"Traverse City SE, MI",16N,137244043.41028157,47538.960492200174
1226,Traverse City SW,MI,44.750,-85.625,44085-G6,yes,47538.8975337,"Traverse City SW, MI",16N,137243679.41242447,47538.89742205888
1227,Traverse Island,MI,47.000,-88.250,47088-A3,no,46770.3294215,"Traverse Island, MI",16N,131878100.50474653,46770.329408292986
1228,Trenary,MI,46.125,-86.875,46086-B8,no,47070.6937432,"Trenary, MI",16N,133978236.48423947,47070.693658827164
1229,Triangle Ranch,MI,46.250,-88.375,46088-C4,no,47036.6503634,"Triangle Ranch, MI",16N,133729037.92002006,47036.65032859185
1230,Trout Creek,MI,46.375,-89.000,46089-D1,no,46999.8498534,"Trout Creek, MI",16N,133463920.11136304,46999.84975606948
1231,Trout Island,MI,45.750,-85.625,45085-G6,no,47200.2831098,"Trout Island, MI",16N,134881201.07730213,47200.28308443893
1232,Trout Lake,MI,46.125,-85.000,46085-B1,no,47076.5500708,"Trout Lake, MI",16N,134011579.35947368,47076.54998104383
1233,Trufant,MI,43.250,-85.250,43085-C3,no,48037.8067027,"Trufant, MI",16N,140720439.93040818,48037.80668675926
1234,Tula,MI,46.500,-89.750,46089-E7,no,46966.6004916,"Tula, MI",16N,133218723.57549876,46966.60049623728
1235,Tunis,MI,46.375,-88.500,46088-D5,no,46993.831318,"Tunis, MI",16N,133429742.58668277,46993.831347816995
1236,Turtle Lake,MI,44.875,-84.500,44084-H5,no,47501.3866791,"Turtle Lake, MI",16N,136976584.83476448,47501.38676924148
1237,Twin Lake,MI,43.250,-86.125,43086-C2,no,48042.9940623,"Twin Lake, MI",16N,140750831.08948195,48042.99399763416
1238,Twin Lakes,MI,42.000,-86.000,42086-A1,no,48454.0448437,"Twin Lakes, MI",16N,143608451.14449772,48454.04494497441
1239,Ubly,MI,43.625,-82.875,43082-F8,no,47928.8924092,"Ubly, MI",17N,139945173.21835625,47928.89247697348
1240,Underwood Hill,MI,46.625,-89.750,46089-F7,no,46921.6814872,"Underwood Hill, MI",16N,132907134.65762807,46921.68134595746
1241,Union City,MI,42.000,-85.125,42085-A2,no,48445.2188322,"Union City, MI",16N,143556135.09371987,48445.21873246262
1242,Utica,MI,42.625,-83.000,42083-F1,no,48247.9222593,"Utica, MI",17N,142177453.85403,48247.922209719836
1243,Vandalia,MI,41.875,-85.875,41085-H8,no,48493.2601441,"Vandalia, MI",16N,143882429.53511888,48493.26007786451
1244,Vanderbilt,MI,45.125,-84.625,45084-B6,no,47416.9425073,"Vanderbilt, MI",16N,136387612.4749948,47416.942431270414
1245,Vassar,MI,43.250,-83.500,43083-C5,no,48042.7537137,"Vassar, MI",17N,140749423.5370808,48042.75377389965
1246,Vega,MI,45.750,-87.500,45087-G5,no,47203.847742,"Vega, MI",16N,134901574.6488203,47203.8476961415
1247,Vermilac,MI,46.500,-88.375,46088-E4,yes,46948.3834814,"Vermilac, MI",16N,133115396.41049552,46948.38335696639
1248,Vermilion,MI,46.750,-85.125,46085-G2,no,46862.01542,"Vermilion, MI",16N,132512020.96979491,46862.01542100673
1249,Vermilion SE,MI,46.750,-85.000,46085-G1,no,46863.3031379,"Vermilion SE, MI",16N,132519304.570583,46863.30316099431
1250,Vestaburg,MI,43.375,-84.875,43084-D8,no,47996.1273267,"Vestaburg, MI",16N,140430744.90913165,47996.12721191732
1251,Vicksburg,MI,42.000,-85.500,42085-A5,no,48448.35275,"Vicksburg, MI",16N,143574711.6933262,48448.352758782516
1252,Vista Falls,MI,46.625,-88.750,46088-F7,no,46907.9191175,"Vista Falls, MI",16N,132829179.10373268,46907.91912394734
1253,Waco Lake,MI,46.000,-86.625,46086-A6,no,47113.4474393,"Waco Lake, MI",16N,134276827.7208977,47113.44738397383
1254,Wacousta,MI,42.750,-84.625,42084-G6,no,48200.1434759,"Wacousta, MI",16N,141852364.0555089,48200.143320352436
1255,Wagarville,MI,44.000,-84.375,44084-A4,no,47792.0096851,"Wagarville, MI",16N,139005494.22945425,47792.00950627712
1256,Wakefield,MI,46.375,-89.875,46089-D8,no,47013.7031949,"Wakefield, MI",16N,133542611.0374624,47013.7032484405
1257,Wakefield NE,MI,46.375,-89.750,46089-D7,no,47011.4684177,"Wakefield NE, MI",16N,133529916.1204692,47011.46835721398
1258,Wakeley Lake,MI,44.625,-84.500,44084-F5,no,47584.5659326,"Wakeley Lake, MI",16N,137557748.02638188,47584.56586820321
1259,Waldenburg,MI,42.625,-82.875,42082-F8,no,48249.2404297,"Waldenburg, MI",17N,142185224.250891,48249.24039435609
1260,Walkerville East,MI,43.625,-86.000,43086-F1,no,47917.1068902,"Walkerville East, MI",16N,139876357.69651622,47917.10680745916
1261,Walkerville West,MI,43.625,-86.125,43086-F2,no,47917.9696146,"Walkerville West, MI",16N,139881394.0934947,47917.9695736606
1262,Walkup Lake,MI,43.625,-85.875,43085-F8,no,47916.3448469,"Walkup Lake, MI",16N,139871908.8078096,47916.344812299525
1263,Wallace,MI,45.250,-87.500,45087-C5,no,47377.1331627,"Wallace, MI",16N,136106797.793174,47377.13311254198
1264,Walled Lake,MI,42.500,-83.375,42083-E4,no,48284.5694689,"Walled Lake, MI",17N,142436848.7960526,48284.56942620849
1265,Walsh,MI,46.250,-86.125,46086-C2,yes,47027.5596951,"Walsh, MI",16N,133677352.96348128,47027.55974302769
1266,Walton,MI,44.500,-85.375,44085-E4,no,47622.9359859,"Walton, MI",16N,137829497.8163295,47622.93594748612
1267,Warren,MI,42.500,-83.000,42083-E1,no,48287.7009252,"Warren, MI",17N,142455325.9630936,48287.70089411279
1268,Fairport OE S,MI,45.375,-86.625,45086-D6,no,47328.3891676,"Fairport OE S, MI",16N,135774551.5781764,47328.38918531971
1269,Westphalia,MI,42.875,-84.750,42084-H7,no,48159.592906,"Westphalia, MI",16N,141569761.23769835,48159.593010848
1270,Watersmeet,MI,46.250,-89.125,46089-C2,no,47046.061921,"Watersmeet, MI",16N,133782562.08591732,47046.06198069586
1271,Waucedah,MI,45.750,-87.625,45087-G6,no,47204.8188947,"Waucedah, MI",16N,134907126.04910165,47204.819106331524
1272,Waugoshance Island,MI,45.750,-85.000,45085-G1,no,47203.7526795,"Waugoshance Island, MI",16N,134901031.7896176,47203.75265788364
1273,Wayland,MI,42.625,-85.625,42085-F6,no,48245.3025553,"Wayland, MI",16N,142162015.1222129,48245.302351685306
1274,Wayne,MI,42.250,-83.375,42083-C4,no,48364.2381692,"Wayne, MI",17N,142992841.2406952,48364.23798225222
1275,Webberville,MI,42.625,-84.125,42084-F2,no,48240.9845389,"Webberville, MI",16N,142136570.588012,48240.98470429062
1276,Weidman,MI,43.625,-84.875,43084-F8,no,47913.9091698,"Weidman, MI",16N,139857688.22758567,47913.90925037326
1277,West Branch,MI,44.250,-84.125,44084-C2,no,47711.369896,"West Branch, MI",16N,138440338.70823807,47711.369753012674
1278,West Highland,MI,42.625,-83.625,42083-F6,no,48242.9816865,"West Highland, MI",17N,142148338.89804792,48242.98162950368
1279,Westwood,MI,44.750,-85.000,44085-G1,yes,47540.1968551,"Westwood, MI",16N,137251183.82637465,47540.19688493949
1280,Wheatland,MI,41.875,-84.375,41084-H4,no,48481.948261,"Wheatland, MI",16N,143815312.9343429,48481.94835581646
1281,Whipple Lake,MI,43.750,-85.625,43085-G6,no,47873.5678133,"Whipple Lake, MI",16N,139575456.67329502,47873.56785150192
1282,White Cloud,MI,43.500,-85.750,43085-E7,no,47957.2368175,"White Cloud, MI",16N,140157245.9515063,47957.236915902075
1283,White Pine,MI,46.750,-89.500,46089-G5,no,46872.8951875,"White Pine, MI",16N,132573558.42874973,46872.89524394973
1284,Whitefish Point OE S,MI,46.625,-84.875,46084-F8,no,46907.405042,"Whitefish Point OE S, MI",16N,132826269.7156214,46907.405079395685
1285,Whitefish Point,MI,46.750,-84.875,46084-G8,no,46864.68011,"Whitefish Point, MI",16N,132527092.41691908,46864.68015758017
1286,Whitney,MI,45.750,-87.375,45087-G4,no,47202.966285,"Whitney, MI",16N,134896537.1162577,47202.966216382316
1287,Whitney Bay,MI,45.875,-83.750,45083-H7,no,47175.9666495,"Whitney Bay, MI",17N,134688123.05370387,47175.96663003756
1288,Whittemore,MI,44.125,-83.750,44083-B7,no,47755.7866955,"Whittemore, MI",17N,138746792.03115904,47755.78667966245
1289,Wildwood,MI,45.250,-84.625,45084-C6,no,47375.0748953,"Wildwood, MI",16N,136094972.00703138,47375.07494796877
1290,Wiley,MI,43.750,-86.250,43086-G3,no,47877.0760157,"Wiley, MI",16N,139595911.21480724,47877.07594333112
1291,Willard,MI,43.625,-84.000,43084-F1,no,47917.1762834,"Willard, MI",16N,139876761.99558255,47917.17626956621
1292,Williamsburg,MI,44.750,-85.375,44085-G4,yes,47539.1212808,"Williamsburg, MI",16N,137244971.37192488,47539.12131856898
1293,Williamston,MI,42.625,-84.250,42084-F3,no,48240.7549001,"Williamston, MI",16N,142135216.28683257,48240.754992203954
1294,Wilson,MI,45.625,-87.375,45087-F4,no,47246.3091001,"Wilson, MI",16N,135198136.854559,47246.309225702294
1295,Windigo,MI,47.875,-89.125,47089-H2,no,46463.8040855,"Windigo, MI",16N,129736419.8591764,46463.80398749817
1296,Windigo OE W,MI,47.875,-89.250,47089-H3,no,46464.8562663,"Windigo OE W, MI",16N,129742293.51424085,46464.856286470844
1297,Winn,MI,43.500,-84.875,43084-E8,no,47955.0482185,"Winn, MI",16N,140144453.614139,47955.04819017469
1298,Winona North,MI,46.875,-88.875,46088-H8,no,46820.2629674,"Winona North, MI",16N,132218212.84186304,46820.26306707011
1299,Winona South,MI,46.750,-88.875,46088-G8,no,46864.8252412,"Winona South, MI",16N,132527911.18642627,46864.825169420816
1300,Winslow Lake,MI,46.250,-88.750,46088-C7,no,47040.962468,"Winslow Lake, MI",16N,133753558.85485084,47040.962395153285
1301,Witch Lake,MI,46.250,-88.000,46088-C1,no,47033.1298773,"Witch Lake, MI",16N,133709021.83082452,47033.129875205486
1302,Witch Lake NE,MI,46.375,-88.000,46088-D1,no,46989.2086189,"Witch Lake NE, MI",16N,133403493.03869864,46989.20865640776
1303,Wolf Lake,MI,43.250,-86.000,43086-C1,no,48041.9445993,"Wolf Lake, MI",16N,140744683.4361052,48041.94468781426
1304,Wolverine,MI,45.250,-84.500,45084-C5,no,47376.1337101,"Wolverine, MI",16N,136101056.86793888,47376.133835069915
1305,Wood Island,MI,46.500,-86.625,46086-E6,yes,46940.4504971,"Wood Island, MI",16N,133070419.07025819,46940.45054855409
1306,Wood Island SE,MI,46.500,-86.500,46086-E5,yes,46940.5511498,"Wood Island SE, MI",16N,133070991.803113,46940.551285375834
1307,Woodbury,MI,42.750,-85.000,42085-G1,no,48200.8889794,"Woodbury, MI",16N,141856754.86854893,48200.88904646254
1308,Wooden Shoe Village,MI,43.875,-84.250,43084-H3,no,47833.804341,"Wooden Shoe Village, MI",16N,139296455.01079887,47833.80433025875
1309,Woodland,MI,42.625,-85.125,42085-F2,no,48242.1573553,"Woodland, MI",16N,142143480.63070548,48242.15731792475
1310,Woodland Park,MI,43.625,-85.750,43085-F7,no,47915.6829164,"Woodland Park, MI",16N,139868044.02108917,47915.68298814767
1311,Woodlawn,MI,45.875,-87.250,45087-H3,no,47158.835706,"Woodlawn, MI",16N,134590320.5720074,47158.83571161864
1312,Woods,MI,43.750,-84.875,43084-G8,no,47872.7030871,"Woods, MI",16N,139570413.38089743,47872.7029852113
1313,Woodville,MI,43.625,-85.625,43085-F6,no,47915.1238321,"Woodville, MI",16N,139864778.24456045,47915.12372609009
1314,Woodville NE,MI,43.625,-85.500,43085-F5,no,47914.6655799,"Woodville NE, MI",16N,139862104.5789581,47914.66565287691
1315,Wyandotte,MI,42.125,-83.125,42083-B2,no,48405.6252447,"Wyandotte, MI",17N,143279851.53149077,48405.62513407112
1316,Yale,MI,43.125,-82.750,43082-B7,no,48091.2545258,"Yale, MI",17N,141079064.26927778,48091.25455626876
1317,Ypsilanti East,MI,42.125,-83.500,42083-B5,no,48403.3106437,"Ypsilanti East, MI",17N,143266151.4936117,48403.31079162203
1318,Ypsilanti West,MI,42.125,-83.625,42083-B6,no,48402.7611457,"Ypsilanti West, MI",17N,143262898.4865704,48402.76117138912
1319,Yuma,MI,44.250,-85.750,44085-C7,no,47706.9912463,"Yuma, MI",16N,138414930.1682129,47706.99115955173
